passage,reading_level
"Specialists from several disciplines have provided global syntheses of their subjects. Especially useful contributions have been made by ecological geographers, cultural anthropologists, biologists studying plant and animal domestication, and scholars concerned with the impact of infectious diseases on history. These studies have called attention to parts of the puzzle, but they provide only pieces of the needed broad synthesis that has been missing.",High
"Thus, there is no generally accepted answer to Yali's question. On the one hand, the proximate explanations are clear: some peoples developed guns, germs, steel, and other factors conferring political and economic power before others did; and some peoples never developed these power factors at all. On the other hand, the ultimate explanations—for example, why bronze tools appeared early in parts of Eurasia, late and only locally in the New World, and never in Aboriginal Australia—remain unclear.",High
"These results are completely lopsided: it was not the case that 51 percent of the Americas, Australia, and Africa was conquered by Europeans, while 49 percent of Europe was conquered by Native Americans, Aboriginal Australians, or Africans. The whole modern world has been shaped by lopsided outcomes. Hence they must have inexorable explanations, ones more basic than mere details concerning who happened to win some battle or develop some invention on one occasion a few thousand years ago.",High
"It seems logical to suppose that history's pattern reflects innate differences among people themselves. Of course, we're taught that it's not polite to say so in public. We read of technical studies claiming to demonstrate inborn differences, and we also read rebuttals claiming that those studies suffer from technical flaws. We see in our daily lives that some of the conquered peoples continue to form an underclass, centuries after the conquests or slave imports took place. We're told that this too is to be attributed not to any biological shortcomings but to social disadvantages and limited opportunities.",High
"Nevertheless, we have to wonder. We keep seeing all those glaring, persistent differences in peoples' status. We're assured that the seemingly transparent biological explanation for the world's inequalities as of A.D. 1500 is wrong, but we're not told what the correct explanation is. Until we have some convincing, detailed, agreed-upon explanation for the broad pattern of history, most people will continue to suspect that the racist biological explanation is correct after all. That seems to me the strongest argument for writing this book.",High
"The time is now ripe for a fresh look at these questions, because of new information from scientific disciplines seemingly remote from human history. Those disciplines include, above all, genetics, molecular biology, and biogeography as applied to crops and their wild ancestors; the same disciplines plus behavioral ecology, as applied to domestic animals and their wild ancestors; molecular biology of human germs and related germs of animals; epidemiology of human diseases; human genetics; linguistics; archaeological studies on all continents and major islands; and studies of the histories of technology, writing, and political organization.",High
"This diversity of disciplines poses problems for would-be authors of a book aimed at answering Yali's question. The author must possess a range of expertise spanning the above disciplines, so that relevant advances can be synthesized. The history and prehistory of each continent must be similarly synthesized. The book's subject matter is history, but the approach is that of science—in particular, that of historical sciences such as evolutionary biology and geology. The author must understand from firsthand experience a range of human societies, from hunter-gatherer societies to modern space-age civilizations.",High
"These requirements seem at first to demand a multi-author work. Yet that approach would be doomed from the outset, because the essence of the problem is to develop a unified synthesis. That consideration dictates single authorship, despite all the difficulties that it poses. Inevitably, that single author will have to sweat copiously in order to assimilate material from many disciplines, and will require guidance from many colleagues.",High
"Since completing my Ph.D. in 1961, I have divided my scientific research efforts between two fields: molecular physiology on the one hand, evolutionary biology and biogeography on the other hand. As an unforeseen bonus for the purposes of this book, evolutionary biology is a historical science forced to use methods different from those of the laboratory sciences. That experience has made the difficulties in devising a scientific approach to human history familiar to me. Living in Europe from 1958 to 1962, among European friends whose lives had been brutally traumatized by 20th-century European history, made me start to think more seriously about how chains of causes operate in history's unfolding.",High
"For the last 33 years my fieldwork as an evolutionary biologist has brought me into close contact with a wide range of human societies. My specialty is bird evolution, which I have studied in South America, southern Africa, Indonesia, Australia, and especially New Guinea. Through living with native peoples of these areas, I have become familiar with many technologically primitive human societies, from those of hunter-gatherers to those of tribal farmers and fishing peoples who depended until recently on stone tools. Thus, what most literate people would consider strange lifestyles of remote prehistory are for me the most vivid part of my life. New Guinea, though it accounts for only a small fraction of the world's land area, encompasses a disproportionate fraction of its human diversity. Of the modern world's 6,000 languages, 1,000 are confined to New Guinea. In the course of my work on New Guinea birds, my interests in language were rekindled, by the need to elicit lists of local names of bird species in nearly 100 of those New Guinea languages.",High
"THIS BOOK' S CHAPTERS are divided into four parts. Part 1, entitled ""From Eden to Cajamarca,"" consists of three chapters. Chapter 1 provides a whirlwind tour of human evolution and history, extending from our divergence from apes, around 7 million years ago, until the end of the last Ice Age, around 13,000 years ago. We shall trace the spread of ancestral humans, from our origins in Africa to the other continents, in order to understand the state of the world just before the events often lumped into the term ""rise of civilization"" began. It turns out that human development on some continents got a head start in time over developments on others",High
"Chapter 2 prepares us for exploring effects of continental environments on history over the past 13,000 years, by briefly examining effects of island environments on history over smaller time scales and areas. When ancestral Polynesians spread into the Pacific around 3,200 years ago, they encountered islands differing greatly in their environments. Within a few millennia that single ancestral Polynesian society had spawned on those diverse islands a range of diverse daughter societies, from hunter-gatherer tribes to proto-empires. That radiation can serve as a model for the longer, larger-scale, and less understood radiation of societies on different continents since the end of the last Ice Age, to become variously hunter-gatherer tribes and empires.",High
"Chapters 7, 8, and 9 then show how crops and livestock came in prehistoric times to be domesticated from ancestral wild plants and animals, by incipient farmers and herders who could have had no vision of the outcome. Geographic differences in the local suites of wild plants and animals available for domestication go a long way toward explaining why only a few areas became independent centers of food production, and why it arose earlier in some of those areas than in others. From those few centers of origin, food production spread much more rapidly to some areas than to others. A major factor contributing to those differing rates of spread turns out to have been the orientation of the continents' axes: predominantly west-east for Eurasia, predominantly north-south for the Americas and Africa (Chapter 10).",High
"What holds for writing also holds for technology (Chapter 13). A crucial question is whether technological innovation is so dependent on rare inventor-geniuses, and on many idiosyncratic cultural factors, as to defy an understanding of world patterns. In fact, we shall see that, paradoxically, this large number of cultural factors makes it easier, not harder, to understand world patterns of technology. By enabling farmers to generate food surpluses, food production permitted farming societies to support full-time craft specialists who did not grow their own food and who developed technologies.",High
"Besides sustaining scribes and inventors, food production also enabled farmers to support politicians (Chapter 14). Mobile bands of hunter-gatherers are relatively egalitarian, and their political sphere is confined to the band's own territory and to shifting alliances with neighboring bands. With the rise of dense, sedentary, food-producing populations came the rise of chiefs, kings, and bureaucrats. Such bureaucracies were essential not only to governing large and populous domains but also to maintaining standing armies, sending out fleets of exploration, and organizing wars of conquest.",High
"Chapter 18 returns to the problem introduced in Chapter 3, the collision between European and Native American peoples. A summary of the last 13,000 years of New World and western Eurasian history makes clear how Europe's conquest of the Americas was merely the culmination of two long and mostly separate historical trajectories. The differences between those trajectories were stamped by continental differences in domesticable plants and animals, germs, times of settlement, orientation of continental axes, and ecological barriers",High
"Finally, the history of sub-Saharan Africa (Chapter 19) offers striking similarities as well as contrasts with New World history. The same factors that molded Europeans' encounters with Africans molded their encounters with Native Americans as well. But Africa also differed from the Americas in all these factors. As a result, European conquest did not create widespread or lasting European settlement of sub-Saharan Africa, except in the far south. Of more lasting significance was a large-scale population shift within Africa itself, the Bantu expansion. It proves to have been triggered by many of the same causes that played themselves out at Cajamarca, in East Asia, on Pacific islands, and in Australia and New Guinea.",High
"The Epilogue, entitled ""The Future of Human History as a Science,"" lays out some pieces of the residue, including the problem of the differences between different parts of Eurasia, the role of cultural factors unrelated to environment, and the role of individuals. Perhaps the biggest of these unsolved problems is to establish human history as a historical science, on a par with recognized historical sciences such as evolutionary biology, geology, and climatology. The study of human history does pose real difficulties, but those recognized historical sciences encounter some of the same challenges. Hence the methods developed in some of these other fields may also prove useful in the field of human history.",High
"That illustrates an issue that will recur throughout this book. Whenever some scientist claims to have discovered ""the earliest X""—whether X is the earliest human fossil in Europe, the earliest evidence of domesticated corn in Mexico, or the earliest anything anywhere—that announcement challenges other scientists to beat the claim by finding something still earlier. In reality, there must be some truly ""earliest X,"" with all claims of earlier X's being false. However, as we shall see, for virtually any X, every year brings forth new discoveries and claims of a purported still earlier X, along with refutations of some or all of previous years' claims of earlier X. It often takes decades of searching before archaeologists reach a consensus on such questions.",High
"No art, bone tool, or anything else has come down to us from early Homo sapiens except for their skeletal remains, plus those crude stone tools. There were still no humans in Australia, for the obvious reason that it would have taken boats to get there from Southeast Asia. There were also no humans anywhere in the Americas, because that would have required the occupation of the nearest part of the Eurasian continent (Siberia), and possibly boat-building skills as well. (The present, shallow Bering Strait, separating Siberia from Alaska, alternated between a strait and a broad intercontinental bridge of dry land, as sea level repeatedly rose and fell during the Ice Ages.) However, boat building and survival in cold Siberia were both still far beyond the capabilities of early Homo sapiens.",High
"After half a million years ago, the human populations of Africa and western Eurasia proceeded to diverge from each other and from East Asian populations in skeletal details. The population of Europe and western Asia between 130,000 and 40,000 years ago is represented by especially many skeletons, known as Neanderthals and sometimes classified as a separate species, Homo neanderthalensis. Despite being depicted in innumerable cartoons as apelike brutes living in caves, Neanderthals had brains slightly larger than our own. They were also the first humans to leave behind strong evidence of burying their dead and caring for their sick. Yet their stone tools were still crude by comparison with modern New Guineans' polished stone axes and were usually not yet made in standardized diverse shapes, each with a clearly recognizable function.",High
"Human history at last took off around 50,000 years ago, at the time of what I have termed our Great Leap Forward. The earliest definite signs of that leap come from East African sites with standardized stone tools and the first preserved jewelry (ostrich-shell beads). Similar developments soon appear in the Near East and in southeastern Europe, then (some 40,000 years ago) in southwestern Europe, where abundant artifacts are associated with fully modern skeletons of people termed Cro-Magnons. Thereafter, the garbage preserved at archaeological sites rapidly becomes more and more interesting and leaves no doubt that we are dealing with biologically and behaviorally modern humans.",High
"Cro-Magnon garbage heaps yield not only stone tools but also tools of bone, whose suitability for shaping (for instance, into fishhooks) had apparently gone unrecognized by previous humans. Tools were produced in diverse and distinctive shapes so modern that their functions as needles, awls, engraving tools, and so on are obvious to us. Instead of only singlepiece tools such as hand-held scrapers, multipiece tools made their appearance. Recognizable multipiece weapons at Cro-Magnon sites include harpoons, spear-throwers, and eventually bows and arrows, the precursors of rifles and other multipiece modern weapons. Those efficient means of killing at a safe distance permitted the hunting of such dangerous prey as rhinos and elephants, while the invention of rope for nets, lines, and snares allowed the addition of fish and birds to our diet. Remains of houses and sewn clothing testify to a greatly improved ability to survive in cold climates, and remains of jewelry and carefully buried skeletons indicate revolutionary aesthetic and spiritual developments.",High
"During the Ice Ages, so much of the oceans' water was locked up in glaciers that worldwide sea levels dropped hundreds of feet below their present stand. As a result, what are now the shallow seas between Asia and the Indonesian islands of Sumatra, Borneo, Java, and Bali became dry land. (So did other shallow straits, such as the Bering Strait and the English Channel.) The edge of the Southeast Asian mainland then lay 700 miles east of its present location. Nevertheless, central Indonesian islands between Bali and Australia remained surrounded and separated by deepwater channels. To reach Australia / New Guinea from the Asian mainland at that time still required crossing a minimum of eight channels, the broadest of which was at least 50 miles wide. Most of those channels divided islands visible from each other, but Australia itself was always invisible from even the nearest Indonesian islands, Timor and Tanimbar. Thus, the occupation of Australia / New Guinea is momentous in that it demanded watercraft and provides by far the earliest evidence of their use in history. Not until about 30,000 years later (13,000 years ago) is there strong evidence of watercraft anywhere else in the world, from the Mediterranean.",High
"Why atoms take this trouble is a bit of a puzzle. Being you is not a gratifying experience at the atomic level. For all their devoted attention, your atoms don't actually care about youindeed, don't even know that you are there. They don't even know that they are there. They are mindless particles, after all, and not even themselves alive. (It is a slightly arresting notion that if you were to pick yourself apart with tweezers, one atom at a time, you would produce a mound of fine atomic dust, none of which had ever been alive but all of which had once been you.) Yet somehow for the period of your existence they will answer to a single overarching impulse: to keep you you",High
"Still, you may rejoice that it happens at all. Generally speaking in the universe it doesn't, so far as we can tell. This is decidedly odd because the atoms that so liberally and congenially flock together to form living things on Earth are exactly the same atoms that decline to do it elsewhere. Whatever else it may be, at the level of chemistry life is curiously mundane: carbon, hydrogen, oxygen, and nitrogen, a little calcium, a dash of sulfur, a light dusting of other very ordinary elements-nothing you wouldn't find in any ordinary drugstore-and that's all you need. The only thing special about the atoms that make you is that they make you. That is of course the miracle of life.",High
"Whether or not atoms make life in other corners of the universe, they make plenty else; indeed, they make everything else. Without them there would be no water or air or rocks, no stars and planets, no distant gassy clouds or swirling nebulae or any of the other things that make the universe so usefully material. Atoms are so numerous and necessary that we easily overlook that they needn't actually exist at all. There is no law that requires the universe to fill itself with small particles of matter or to produce light and gravity and the other physical properties on which our existence hinges. There needn't actually be a universe at all. For the longest time there wasn't. There were no atoms and no universe for them to float about in. There was nothing-nothing at all anywhere.",High
"The average species on Earth lasts for only about four million years, so if you wish to be around for billions of years, you must be as fickle as the atoms that made you. You must be prepared to change everything about yourself-shape, size, color, species affiliation, everything-and to do so repeatedly. That's much easier said than done, because the process of change is random. To get from ""protoplasmal primordial atomic globule"" (as the Gilbert and Sullivan song put it) to sentient upright modern human has required you to mutate new traits over and over in a precisely timely manner for an exceedingly long while. So at various periods over the last 3.8 billion years you have abhorred oxygen and then doted on it, grown fins and limbs and jaunty sails, laid eggs, flicked the air with a forked tongue, been sleek, been furry, lived underground, lived in trees, been as big as a deer and as small as a mouse, and a million things more. The tiniest deviation from any of these evolutionary shifts, and you might now be licking algae from cave walls or lolling walrus-like on some stony shore or disgorging air through a blowhole in the top of your head before diving sixty feet for a mouthful of delicious sandworms.",High
"Not only have you been lucky enough to be attached since time immemorial to a favored evolutionary line, but you have also been extremely-make that miraculously-fortunate in your personal ancestry. Consider the fact that for 3.8 billion years, a period of time older than the Earth's mountains and rivers and oceans, every one of your forebears on both sides has been attractive enough to find a mate, healthy enough to reproduce, and sufficiently blessed by fate and circumstances to live long enough to do so. Not one of your pertinent ancestors was squashed, devoured, drowned, starved, stranded, stuck fast, untimely wounded, or otherwise deflected from its life's quest of delivering a tiny charge of genetic material to the right partner at the right moment in order to perpetuate the only possible sequence of hereditary combinations that could result-eventually, astoundingly, and all too briefly-in you.",High
"This is a book about how it happened-in particular how we went from there being nothing at all to there being something, and then how a little of that something turned into us, and also some of what happened in between and since. That's a great deal to cover, of course, which is why the book is called A Short History of Nearly Everything, even though it isn't really. It couldn't be. But with luck by the time we finish it will feel as if it is.",High
"My own starting point, for what it's worth, was an illustrated science book that I had as a classroom text when I was in fourth or fifth grade. The book was a standard-issue 1950s schoolbookbattered, unloved, grimly hefty-but near the front it had an illustration that just captivated me: a cutaway diagram showing the Earth's interior as it would look if you cut into the planet with a large knife and carefully withdrew a wedge representing about a quarter of its bulk",High
"It's hard to believe that there was ever a time when I had not seen such an illustration before, but evidently I had not for I clearly remember being transfixed. I suspect, in honesty, my initial interest was based on a private image of streams of unsuspecting eastbound motorists in the American plains states plunging over the edge of a sudden 4,000-mile-high cliff running between Central America and the North Pole, but gradually my attention did turn in a more scholarly manner to the scientific import of the drawing and the realization that the Earth consisted of discrete layers, ending in the center with a glowing sphere of iron and nickel, which was as hot as the surface of the Sun, according to the caption, and I remember thinking with real wonder: ""How do they know that?""",High
"And here's the thing. It wasn't exciting at all. It wasn't actually altogether comprehensible. Above all, it didn't answer any of the questions that the illustration stirred up in a normal inquiring mind: How did we end up with a Sun in the middle of our planet? And if it is burning away down there, why isn't the ground under our feet hot to the touch? And why isn't the rest of the interior melting-or is it? And when the core at last burns itself out, will some of the Earth slump into the void, leaving a giant sinkhole on the surface? And how do you know this? How did you figure it out?",High
"But the author was strangely silent on such details-indeed, silent on everything but anticlines, synclines, axial faults, and the like. It was as if he wanted to keep the good stuff secret by making all of it soberly unfathomable. As the years passed, I began to suspect that this was not altogether a private impulse. There seemed to be a mystifying universal conspiracy among textbook authors to make certain the material they dealt with never strayed too near the realm of the mildly interesting and was always at least a longdistance phone call from the frankly interesting.",High
"I now know that there is a happy abundance of science writers who pen the most lucid and thrilling prose-Timothy Ferris, Richard Fortey, and Tim Flannery are three that jump out from a single station of the alphabet (and that's not even to mention the late but godlike Richard Feynman)-but sadly none of them wrote any textbook I ever used. All mine were written by men (it was always men) who held the interesting notion that everything became clear when expressed as a formula and the amusingly deluded belief that the children of America would appreciate having chapters end with a section of questions they could mull over in their own time. So I grew up convinced that science was supremely dull, but suspecting that it needn't be, and not really thinking about it at all if I could help it. This, too, became my position for a long time.",High
"Then much later-about four or five years ago-I was on a long flight across the Pacific, staring idly out the window at moonlit ocean, when it occurred to me with a certain uncomfortable forcefulness that I didn't know the first thing about the only planet I was ever going to live on. I had no idea, for example, why the oceans were salty but the Great Lakes weren't. Didn't have the faintest idea. I didn't know if the oceans were growing more salty with time or less, and whether ocean salinity levels was something I should be concerned about or not. (I am very pleased to tell you that until the late 1970s scientists didn't know the answers to these questions either. They just didn't talk about it very audibly.)",High
"And ocean salinity of course represented only the merest sliver of my ignorance. I didn't know what a proton was, or a protein, didn't know a quark from a quasar, didn't understand how geologists could look at a layer of rock on a canyon wall and tell you how old it was, didn't know anything really. I became gripped by a quiet, unwonted urge to know a little about these matters and to understand how people figured them out. That to me remained the greatest of all amazements-how scientists work things out. How does anybody know how much the Earth weighs or how old its rocks are or what really is way down there in the center? How can they know how and when the universe started and what it was like when it did? How do they know what goes on inside an atom? And how, come to that-or perhaps above all-can scientists so often seem to know nearly everything but then still can't predict an earthquake or even tell us whether we should take an umbrella with us to the races next Wednesday?",High
"So I decided that I would devote a portion of my life-three years, as it now turns out-to reading books and journals and finding saintly, patient experts prepared to answer a lot of outstandingly dumb questions. The idea was to see if it isn't possible to understand and appreciate-marvel at, enjoy even-the wonder and accomplishments of science at a level that isn't too technical or demanding, but isn't entirely superficial either.",High
"A proton is an infinitesimal part of an atom, which is itself of course an insubstantial thing. Protons are so small that a little dib of ink like the dot on this i can hold something in the region of 500,000,000,000 of them, rather more than the number of seconds contained in half a million years. So protons are exceedingly microscopic, to say the very least.",High
"Now imagine if you can (and of course you can’t) shrinking one of those protons down to a billionth of its normal size into a space so small that it would make a proton look enormous. Now pack into that tiny, tiny space about an ounce of matter. Excellent. You are ready to start a universe.",High
"I’m assuming of course that you wish to build an inflationary universe. If you’d prefer instead to build a more old-fashioned, standard Big Bang universe, you’ll need additional materials. In fact, you will need to gather up everything there is every last mote and particle of matter between here and the edge of creation and squeeze it into a spot so infinitesimally compact that it has no dimensions at all. It is known as a singularity.",High
"In either case, get ready for a really big bang. Naturally, you will wish to retire to a safe place to observe the spectacle. Unfortunately, there is nowhere to retire to because outside the singularity there is no where. When the universe begins to expand, it won’t be spreading out to fill a larger emptiness. The only space that exists is the space it creates as it goes.",High
"It is natural but wrong to visualize the singularity as a kind of pregnant dot hanging in a dark, boundless void. But there is no space, no darkness. The singularity has no “around” around it. There is no space for it to occupy, no place for it to be. We can’t even ask how long it has been there—whether it has just lately popped into being, like a good idea, or whether it has been there forever, quietly awaiting the right moment. Time doesn’t exist. There is no past for it to emerge from.",High
"In a single blinding pulse, a moment of glory much too swift and expansive for any form of words, the singularity assumes heavenly dimensions, space beyond conception. In the first lively second (a second that many cosmologists will devote careers to shaving into ever-finer wafers) is produced gravity and the other forces that govern physics. In less than a minute the universe is a million billion miles across and growing fast. There is a lot of heat now, ten billion degrees of it, enough to begin the nuclear reactions that create the lighter elements— principally hydrogen and helium, with a dash (about one atom in a hundred million) of lithium. In three minutes, 98 percent of all the matter there is or will ever be has been produced. We have a universe. It is a place of the most wondrous and gratifying possibility, and beautiful, too. And it was all done in about the time it takes to make a sandwich.",High
"When this moment happened is a matter of some debate. Cosmologists have long argued over whether the moment of creation was 10 billion years ago or twice that or something in between. The consensus seems to be heading for a figure of about 13.7 billion years, but these things are notoriously difficult to measure, as we shall see further on. All that can really be said is that at some indeterminate point in the very distant past, for reasons unknown, there came the moment known to science as t = 0. We were on our way",High
"There is of course a great deal we don’t know, and much of what we think we know we haven’t known, or thought we’ve known, for long. Even the notion of the Big Bang is quite a recent one. The idea had been kicking around since the 1920s, when Georges Lemaître, a Belgian priest-scholar, first tentatively proposed it, but it didn’t really become an active notion in cosmology until the mid-1960s when two young radio astronomers made an extraordinary and inadvertent discovery.",High
"Their names were Arno Penzias and Robert Wilson. In 1965, they were trying to make use of a large communications antenna owned by Bell Laboratories at Holmdel, New Jersey, but they were troubled by a persistent background noise—a steady, steamy hiss that made any experimental work impossible. The noise was unrelenting and unfocused. It came from every point in the sky, day and night, through every season. For a year the young astronomers did everything they could think of to track down and eliminate the noise. They tested every electrical system. They rebuilt instruments, checked circuits, wiggled wires, dusted plugs. They climbed into the dish and placed duct tape over every seam and rivet. They climbed back into the dish with brooms and scrubbing brushes and carefully swept it clean of what they referred to in a later paper as “white dielectric material,” or what is known more commonly as bird shit. Nothing they tried worked",High
"Unknown to them, just thirty miles away at Princeton University, a team of scientists led by Robert Dicke was working on how to find the very thing they were trying so diligently to get rid of. The Princeton researchers were pursuing an idea that had been suggested in the 1940s by the Russian-born astrophysicist George Gamow that if you looked deep enough into space you should find some cosmic background radiation left over from the Big Bang. Gamow calculated that by the time it crossed the vastness of the cosmos, the radiation would reach Earth in the form of microwaves. In a more recent paper he had even suggested an instrument that might do the job: the Bell antenna at Holmdel. Unfortunately, neither Penzias and Wilson, nor any of the Princeton team, had read Gamow’s paper",High
"The noise that Penzias and Wilson were hearing was, of course, the noise that Gamow had postulated. They had found the edge of the universe, or at least the visible part of it, 90 billion trillion miles away. They were “seeing” the first photons—the most ancient light in the universe—though time and distance had converted them to microwaves, just as Gamow had predicted. In his book The Inflationary Universe , Alan Guth provides an analogy that helps to put this finding in perspective. If you think of peering into the depths of the universe as like looking down from the hundredth floor of the Empire State Building (with the hundredth floor representing now and street level representing the moment of the Big Bang), at the time of Wilson and Penzias’s discovery the most distant galaxies anyone had ever detected were on about the sixtieth floor, and the most distant things—quasars—were on about the twentieth. Penzias and Wilson’s finding pushed our acquaintance with the visible universe to within half an inch of the sidewalk.",High
"Still unaware of what caused the noise, Wilson and Penzias phoned Dicke at Princeton and described their problem to him in the hope that he might suggest a solution. Dicke realized at once what the two young men had found. “Well, boys, we’ve just been scooped,” he told his colleagues as he hung up the phone.",High
"Soon afterward the Astrophysical Journal published two articles: one by Penzias and Wilson describing their experience with the hiss, the other by Dicke’s team explaining its nature. Although Penzias and Wilson had not been looking for cosmic background radiation, didn’t know what it was when they had found it, and hadn’t described or interpreted its character in any paper, they received the 1978 Nobel Prize in physics. The Princeton researchers got only sympathy. According to Dennis Overbye in Lonely Hearts of the Cosmos , neither Penzias nor Wilson altogether understood the significance of what they had found until they read about it in the New York Times .",High
"Incidentally, disturbance from cosmic background radiation is something we have all experienced. Tune your television to any channel it doesn’t receive, and about 1 percent of the dancing static you see is accounted for by this ancient remnant of the Big Bang. The next time you complain that there is nothing on, remember that you can always watch the birth of the universe.",High
"One notion is that perhaps the singularity was the relic of an earlier, collapsed universe— that we’re just one of an eternal cycle of expanding and collapsing universes, like the bladder on an oxygen machine. Others attribute the Big Bang to what they call “a false vacuum” or “a scalar field” or “vacuum energy”—some quality or thing, at any rate, that introduced a measure of instability into the nothingness that was. It seems impossible that you could get something from nothing, but the fact that once there was nothing and now there is a universe is evident proof that you can. It may be that our universe is merely part of many larger universes, some in different dimensions, and that Big Bangs are going on all the time all over the place. Or it may be that space and time had some other forms altogether before the Big Bang—forms too alien for us to imagine—and that the Big Bang represents some sort of transition phase, where the universe went from a form we can’t understand to one we almost can. “These are very close to religious questions,” Dr. Andrei Linde, a cosmologist at Stanford, told the New York Times in 2001.",High
"The Big Bang theory isn’t about the bang itself but about what happened after the bang. Not long after, mind you. By doing a lot of math and watching carefully what goes on in particle accelerators, scientists believe they can look back to 10-43seconds after the moment of creation, when the universe was still so small that you would have needed a microscope to find it. We mustn’t swoon over every extraordinary number that comes before us, but it is perhaps worth latching on to one from time to time just to be reminded of their ungraspable and amazing breadth. Thus 10-43is 0.0000000000000000000000000000000000000000001, or one 10 million trillion trillion trillionths of a second.",High
"Most of what we know, or believe we know, about the early moments of the universe is thanks to an idea called inflation theory first propounded in 1979 by a junior particle physicist, then at Stanford, now at MIT, named Alan Guth. He was thirty-two years old and, by his own admission, had never done anything much before. He would probably never have had his great theory except that he happened to attend a lecture on the Big Bang given by none other than Robert Dicke. The lecture inspired Guth to take an interest in cosmology, and in particular in the birth of the universe.",High
"The eventual result was the inflation theory, which holds that a fraction of a moment after the dawn of creation, the universe underwent a sudden dramatic expansion. It inflated—in effect ran away with itself, doubling in size every 10-34seconds. The whole episode may have lasted no more than 10-30seconds—that’s one million million million million millionths of a second—but it changed the universe from something you could hold in your hand to something at least 10,000,000,000,000,000,000,000,000 times bigger. Inflation theory explains the ripples and eddies that make our universe possible. Without it, there would be no clumps of matter and thus no stars, just drifting gas and everlasting darkness.",High
"According to Guth’s theory, at one ten-millionth of a trillionth of a trillionth of a trillionth of a second, gravity emerged. After another ludicrously brief interval it was joined by electromagnetism and the strong and weak nuclear forces—the stuff of physics. These were joined an instant later by swarms of elementary particles—the stuff of stuff. From nothing at all, suddenly there were swarms of photons, protons, electrons, neutrons, and much else— between 1079and 1089of each, according to the standard Big Bang theory",High
"Such quantities are of course ungraspable. It is enough to know that in a single cracking instant we were endowed with a universe that was vast—at least a hundred billion light-years across, according to the theory, but possibly any size up to infinite—and perfectly arrayed for the creation of stars, galaxies, and other complex systems.",High
"What is extraordinary from our point of view is how well it turned out for us. If the universe had formed just a tiny bit differently—if gravity were fractionally stronger or weaker, if the expansion had proceeded just a little more slowly or swiftly—then there might never have been stable elements to make you and me and the ground we stand on. Had gravity been a trifle stronger, the universe itself might have collapsed like a badly erected tent, without precisely the right values to give it the right dimensions and density and component parts. Had it been weaker, however, nothing would have coalesced. The universe would have remained forever a dull, scattered void.",High
"Martin Rees, Britain’s astronomer royal, believes that there are many universes, possibly an infinite number, each with different attributes, in different combinations, and that we simply live in one that combines things in the way that allows us to exist. He makes an analogy with a very large clothing store: “If there is a large stock of clothing, you’re not surprised to find a suit that fits. If there are many universes, each governed by a differing set of numbers, there will be one where there is a particular set of numbers suitable to life. We are in that one.”",High
"I should say that everything is just right so far. In the long term, gravity may turn out to be a little too strong, and one day it may halt the expansion of the universe and bring it collapsing in upon itself, till it crushes itself down into another singularity, possibly to start the whole process over again. On the other hand it may be too weak and the universe will keep racing away forever until everything is so far apart that there is no chance of material interactions, so that the universe becomes a place that is inert and dead, but very roomy. The third option is that gravity is just right—“critical density” is the cosmologists’ term for it—and that it will hold the universe together at just the right dimensions to allow things to go on indefinitely. Cosmologists in their lighter moments sometimes call this the Goldilocks effect—that everything is just right. (For the record, these three possible universes are known respectively as closed, open, and flat.)",High
"Rees maintains that six numbers in particular govern our universe, and that if any of these values were changed even very slightly things could not be as they are. For example, for the universe to exist as it does requires that hydrogen be converted to helium in a precise but comparatively stately manner—specifically, in a way that converts seven one-thousandths of its mass to energy. Lower that value very slightly—from 0.007 percent to 0.006 percent, say—and no transformation could take place: the universe would consist of hydrogen and nothing else. Raise the value very slightly—to 0.008 percent—and bonding would be so wildly prolific that the hydrogen would long since have been exhausted. In either case, with the slightest tweaking of the numbers the universe as we know and need it would not be here.",High
"The analogy that is usually given for explaining the curvature of space is to try to imagine someone from a universe of flat surfaces, who had never seen a sphere, being brought to Earth. No matter how far he roamed across the planet’s surface, he would never find an edge. He might eventually return to the spot where he had started, and would of course be utterly confounded to explain how that had happened. Well, we are in the same position in space as our puzzled flatlander, only we are flummoxed by a higher dimension.",High
"Just as there is no place where you can find the edge of the universe, so there is no place where you can stand at the center and say: “This is where it all began. This is the centermost point of it all.” We are all at the center of it all. Actually, we don’t know that for sure; we can’t prove it mathematically. Scientists just assume that we can’t really be the center of the universe—think what that would imply—but that the phenomenon must be the same for all observers in all places. Still, we don’t actually know.",High
"For us, the universe goes only as far as light has traveled in the billions of years since the universe was formed. This visible universe—the universe we know and can talk about—is a million million million million (that’s 1,000,000,000,000,000,000,000,000) miles across. But according to most theories the universe at large—the meta-universe, as it is sometimes called—is vastly roomier still. According to Rees, the number of light-years to the edge of this larger, unseen universe would be written not “with ten zeroes, not even with a hundred, but with millions.” In short, there’s more space than you can imagine already without going to the trouble of trying to envision some additional beyond.",High
"For a long time the Big Bang theory had one gaping hole that troubled a lot of people— namely that it couldn’t begin to explain how we got here. Although 98 percent of all the matter that exists was created with the Big Bang, that matter consisted exclusively of light gases: the helium, hydrogen, and lithium that we mentioned earlier. Not one particle of the heavy stuff so vital to our own being—carbon, nitrogen, oxygen, and all the rest—emerged from the gaseous brew of creation. But—and here’s the troubling point—to forge these heavy elements, you need the kind of heat and energy of a Big Bang. Yet there has been only one Big Bang and it didn’t produce them. So where did they come from?",High
