passage,reading_level
"The Christmas holidays begin next week and the trunks are up. The corridors are so filled up that you can hardly get through, and everybody is so bubbling over with excitement that studying is getting left out. I'm going to have a beautiful time in vacation; there's another Freshman who lives in Texas staying behind, and we are planning to take long walks and if there's any ice—learn to skate. Then there is still the whole library to be read—and three empty weeks to do it in!",Middle
"The girl from Texas is named Leonora Fenton. (Almost as funny as Jerusha, isn't it?) I like her, but not so much as Sallie McBride; I shall never like any one so much as Sallie—except you. I must always like you the best of all, because you're my whole family rolled into one. Leonora and I and two Sophomores have walked 'cross country every pleasant day and explored the whole neighbourhood, dressed in short skirts and knit jackets and caps, and carrying shiny sticks to whack things with. Once we walked into town—four miles—and stopped at a restaurant where the college girls go for dinner. Broiled lobster (35 cents), and for dessert, buckwheat cakes and maple syrup (15 cents). Nourishing and cheap.",Middle
"Do you remember the little dugout places with gratings over them by the laundry windows in the John Grier Home? Every spring when the hoptoad season opened we used to form a collection of toads and keep them in those window holes; and occasionally they would spill over into the laundry, causing a very pleasurable commotion on wash days. We were severely punished for our activities in this direction, but in spite of all discouragement the toads would collect.",Middle
"Such a lot of troubles! I didn't hear the rising bell this morning, then I broke my shoestring while I was hurrying to dress and dropped my collar button down my neck. I was late for breakfast and also for first-hour recitation. I forgot to take any blotting paper and my fountain pen leaked. In trigonometry the Professor and I had a disagreement touching a little matter of logarithms. On looking it up, I find that she was right. We had mutton stew and pie-plant for lunch—hate 'em both; they taste like the asylum. The post brought me nothing but bills (though I must say that I never do get anything else; my family are not the kind that write). In English class this afternoon we had an unexpected written lesson. This was it:",Middle
"Did you ever see this campus? (That is merely a rhetorical question. Don't let it annoy you.) It is a heavenly spot in May. All the shrubs are in blossom and the trees are the loveliest young green—even the old pines look fresh and new. The grass is dotted with yellow dandelions and hundreds of girls in blue and white and pink dresses. Everybody is joyous and carefree, for vacation's coming, and with that to look forward to, examinations don't count.",Middle
"I've only just come and I'm not unpacked, but I can't wait to tell you how much I like farms. This is a heavenly, heavenly, HEAVENLY spot! The house is square like this: And OLD. A hundred years or so. It has a veranda on the side which I can't draw and a sweet porch in front. The picture really doesn't do it justice—those things that look like feather dusters are maple trees, and the prickly ones that border the drive are murmuring pines and hemlocks. It stands on the top of a hill and looks way off over miles of green meadows to another line of hills.",Middle
"He spent the summer here once after he had been ill, when he was about eleven years old; and he left On the Trail behind. It looks well read—the marks of his grimy little hands are frequent! Also in a corner of the attic there is a water wheel and a windmill and some bows and arrows. Mrs. Semple talks so constantly about him that I begin to believe he really lives—not a grown man with a silk hat and walking stick, but a nice, dirty, tousle-headed boy who clatters up the stairs with an awful racket, and leaves the screen doors open, and is always asking for cookies. (And getting them, too, if I know Mrs. Semple!) He seems to have been an adventurous little soul—and brave and truthful. I'm sorry to think he is a Pendleton; he was meant for something better.",Middle
"Behold me—a Sophomore! I came up last Friday, sorry to leave Lock Willow, but glad to see the campus again. It is a pleasant sensation to come back to something familiar. I am beginning to feel at home in college, and in command of the situation; I am beginning, in fact, to feel at home in the world—as though I really belonged to it and had not just crept in on sufferance.",Middle
"Sallie and I decided last spring that we should like to room together, and Julia made up her mind to stay with Sallie—why, I can't imagine, for they are not a bit alike; but the Pendletons are naturally conservative and inimical (fine word!) to change. Anyway, here we are. Think of Jerusha Abbott, late of the John Grier Home for Orphans, rooming with a Pendleton. This is a democratic country.",Middle
"There's one girl in the class who chatters away in French as fast as she does in English. She went abroad with her parents when she was a child, and spent three years in a convent school. You can imagine how bright she is compared with the rest of us—irregular verbs are mere playthings. I wish my parents had chucked me into a French convent when I was little instead of a foundling asylum. Oh no, I don't either! Because then maybe I should never have known you. I'd rather know you than French.",Middle
"Sallie has invited me to spend the Christmas vacation with her. She lives in Worcester, Massachusetts. Wasn't it nice of her? I shall love to go. I've never been in a private family in my life, except at Lock Willow, and the Semples were grown-up and old and don't count. But the McBrides have a houseful of children (anyway two or three) and a mother and father and grandmother, and an Angora cat. It's a perfectly complete family! Packing your trunk and going away is more fun than staying behind. I am terribly excited at the prospect.",Middle
"I've been having the most beautiful vacation visiting Sallie. She lives in a big old-fashioned brick house with white trimmings set back from the street—exactly the kind of house that I used to look at so curiously when I was in the John Grier Home, and wonder what it could be like inside. I never expected to see with my own eyes—but here I am! Everything is so comfortable and restful and homelike; I walk from room to room and drink in the furnishings.",Middle
"It was the first really true ball I ever attended—college doesn't count where we dance with girls. I had a new white evening gown (your Christmas present—many thanks) and long white gloves and white satin slippers. The only drawback to my perfect, utter, absolute happiness was the fact that Mrs. Lippett couldn't see me leading the cotillion with Jimmie McBride. Tell her about it, please, the next time you visit the J. G. H.",Middle
"Anyway, we had it, with brown bread Swiss cheese sandwiches. He helped make them and then ate four. I told him that I had spent last summer at Lock Willow, and we had a beautiful gossipy time about the Semples, and the horses and cows and chickens. All the horses that he used to know are dead, except Grover, who was a baby colt at the time of his last visit—and poor Grove now is so old he can just limp about the pasture.",Middle
"Do you know about that one scandalous blot in my career the time I ran away from the asylum because they punished me for stealing cookies? It's down in the books free for any Trustee to read. But really, Daddy, what could you expect? When you put a hungry little nine-year girl in the pantry scouring knives, with the cookie jar at her elbow, and go off and leave her alone; and then suddenly pop in again, wouldn't you expect to find her a bit crumby? And then when you jerk her by the elbow and box her ears, and make her leave the table when the pudding comes, and tell all the other children that it's because she's a thief, wouldn't you expect her to run away?",Middle
"We had a paper chase last Saturday over five miles of squashy 'cross country. The fox (composed of three girls and a bushel or so of confetti) started half an hour before the twenty-seven hunters. I was one of the twenty-seven; eight dropped by the wayside; we ended nineteen. The trail led over a hill, through a cornfield, and into a swamp where we had to leap lightly from hummock to hummock. of course half of us went in ankle deep. We kept losing the trail, and we wasted twenty-five minutes over that swamp. Then up a hill through some woods and in at a barn window! The barn doors were all locked and the window was up high and pretty small. I don't call that fair, do you?",Middle
"Both sides insist that they won. I think we did, don't you? Because we caught them before they got back to the campus. Anyway, all nineteen of us settled like locusts over the furniture and clamoured for honey. There wasn't enough to go round, but Mrs. Crystal Spring (that's our pet name for her; she's by rights a Johnson) brought up a jar of strawberry jam and a can of maple syrup—just made last week—and three loaves of brown bread.",Middle
"And lastly: Julia and Sallie and I are going to New York next Friday to do some spring shopping and stay all night and go to the theatre the next day with 'Master Jervie.' He invited us. Julia is going to stay at home with her family, but Sallie and I are going to stop at the Martha Washington Hotel. Did you ever hear of anything so exciting? I've never been in a hotel in my life, nor in a theatre; except once when the Catholic Church had a festival and invited the orphans, but that wasn't a real play and it doesn't count.",Middle
"Sallie and Julia and I went shopping together Saturday morning. Julia went into the very most gorgeous place I ever saw, white and gold walls and blue carpets and blue silk curtains and gilt chairs. A perfectly beautiful lady with yellow hair and a long black silk trailing gown came to meet us with a welcoming smile. I thought we were paying a social call, and started to shake hands, but it seems we were only buying hats—at least Julia was. She sat down in front of a mirror and tried on a dozen, each lovelier than the last, and bought the two loveliest of all.",Middle
"I think, if you don't mind, that I'd rather be an actress than a writer. Wouldn't you like me to leave college and go into a dramatic school? And then I'll send you a box for all my performances, and smile at you across the footlights. Only wear a red rose in your buttonhole, please, so I'll surely smile at the right man. It would be an awfully embarrassing mistake if I picked out the wrong one.",Middle
"It's the middle of the night now; I've been awake for hours thinking what a Worm I am—what a Thousand-legged Worm—and that's the worst I can say! I've closed the door very softly into the study so as not to wake Julia and Sallie, and am sitting up in bed writing to you on paper torn out of my history note-book.",Middle
"You'll forgive me, won't you, for being so rude? I have an awful habit of writing impulsively when I first think things, and then posting the letter beyond recall. But if I sometimes seem thoughtless and ungrateful, I never mean it. In my heart I thank you always for the life and freedom and independence that you have given me. My childhood was just a long, sullen stretch of revolt, and now I am so happy every moment of the day that I can't believe it's true. I feel like a made-up heroine in a story-book.",Middle
"Julia was dressed as a fat country man with a linen duster and whiskers and baggy umbrella. Patsy Moriarty (Patrici really. Did you ever hear such a name? Mrs. Lippett couldn't have done better) who is tall and thin was Julia's wife in a absurd green bonnet over one ear. Waves of laughter followed them the whole length of the course. Julia played the part extremely well. I never dreamed that a Pendleton could display so much comedy spirit—begging Master Jervie's pardon; I don't consider him a true Pendleton though, any more than I consider you a true Trustee.",Middle
"You know, Daddy, I think that the most necessary quality for any person to have is imagination. It makes people able to put themselves in other people's places. It makes them kind and sympathetic and understanding. It ought to be cultivated in children. But the John Grier Home instantly stamped out the slightest flicker that appeared. Duty was the one quality that was encouraged. I don't think children ought to know the meaning of the word; it's odious, detestable. They ought to do everything from love.",Middle
"There aren't any girls our age at the camp, and Mrs. McBride wants me for a companion for Sallie. We are planning to do a lot of reading together. We are going to read all of the books for next year's English and sociology. The Professor said it would be a great help if we would get our reading finished in the summer; and it's so much easier to remember it if we read together and talk it over.",Middle
"Although my feelings are still hurt, for it is very humiliating to be picked up and moved about by an arbitrary, peremptory, unreasonable, omnipotent, invisible Providence, still, when a man has been as kind and generous and thoughtful as you have heretofore been towards me, I suppose he has a right to be an arbitrary, peremptory, unreasonable, invisible Providence if he chooses, and so—I'll forgive you and be cheerful again. But I still don't enjoy getting Sallie's letters about the good times they are having in camp!",Middle
"Good morning again! I didn't get this ENVELOPED yesterday before the postman came, so I'll add some more. We have one mail a day at twelve o'clock. Rural delivery is a blessing to the farmers! Our postman not only delivers letters, but he runs errands for us in town, at five cents an errand. Yesterday he brought me some shoe-strings and a jar of cold cream (I sunburned all the skin off my nose before I got my new hat) and a blue Windsor tie and a bottle of blacking all for ten cents. That was an unusual bargain, owing to the largeness of my order.",Middle
"It's true, you know. The world is full of happiness, and plenty to go round, if you are only willing to take the kind that comes your way. The whole secret is in being PLIABLE. In the country, especially, there are such a lot of entertaining things. I can walk over everybody's land, and look at everybody's view, and dabble in everybody's brook; and enjoy it just as much as though I owned the land—and with no taxes to pay!",Middle
"It commenced just that moment with tremendously big drops and all the shutters banging. I had to run to close the windows, while Carrie flew to the attic with an armful of milk pans to put under the places where the roof leaks and then, just as I was resuming my pen, I remembered that I'd left a cushion and rug and hat and Matthew Arnold's poems under a tree in the orchard, so I dashed out to get them, all quite soaked. The red cover of the poems had run into the inside; Dover Beach in the future will be washed by pink waves.",Middle
"But look at it just a second from my point of view. I shall owe my education to you just as much as though I let you pay for the whole of it, but I won't be quite so much indebted. I know that you don't want me to return the money, but nevertheless, I am going to want to do it, if I possibly can; and winning this scholarship makes it so much easier. I was expecting to spend the rest of my life in paying my debts, but now I shall only have to spend one-half of the rest of it.",Middle
"And listen—I have a further thought. Since you are so afraid that by taking this scholarship I am depriving someone else of an education, I know a way out. You can apply the money that you would have spent for me towards educating some other little girl from the John Grier Home. Don't you think that's a nice idea? Only, Daddy, EDUCATE the new girl as much as you choose, but please don't LIKE her any better than me.",Middle
"One can't help thinking, Daddy, what a colourless life a man is forced to lead, when one reflects that chiffon and Venetian point and hand embroidery and Irish crochet are to him mere empty words. Whereas a woman—whether she is interested in babies or microbes or husbands or poetry or servants or parallelograms or gardens or Plato or bridge—is fundamentally and always interested in clothes.",Middle
"I only saw Master Jervie once when he called at tea time, and then I didn't have a chance to speak to him alone. It was really disappointing after our nice time last summer. I don't think he cares much for his relatives—and I am sure they don't care much for him! Julia's mother says he's unbalanced. He's a Socialist—except, thank Heaven, he doesn't let his hair grow and wear red ties. She can't imagine where he picked up his queer ideas; the family have been Church of England for generations. He throws away his money on every sort of crazy reform, instead of spending it on such sensible things as yachts and automobiles and polo ponies. He does buy candy with it though! He sent Julia and me each a box for Christmas.",Middle
"We are reading Wordsworth's Tintern Abbey in connection with our course in English Literature. What an exquisite work it is, and how adequately it embodies his conceptions of Pantheism! The Romantic movement of the early part of the last century, exemplified in the works of such poets as Shelley, Byron, Keats, and Wordsworth, appeals to me very much more than the Classical period that preceded it. Speaking of poetry, have you ever read that charming little thing of Tennyson's called Locksley Hall?",Middle
"Spring has come again! You should see how lovely the campus is. I think you might come and look at it for yourself. Master Jervie dropped in again last Friday—but he chose a most unpropitious time, for Sallie and Julia and I were just running to catch a train. And where do you think we were going? To Princeton, to attend a dance and a ball game, if you please! I didn't ask you if I might go, because I had a feeling that your secretary would say no. But it was entirely regular; we had leave-of-absence from college, and Mrs. McBride chaperoned us. We had a charming time—but I shall have to omit details; they are too many and complicated.",Middle
"I meant to have written a lot about the budding trees and the new cinder path in the athletic field, and the awful lesson we have in biology for tomorrow, and the new canoes on the lake, and Catherine Prentiss who has pneumonia, and Prexy's Angora kitten that strayed from home and has been boarding in Fergussen Hall for two weeks until a chambermaid reported it, and about my three new dresses—white and pink and blue polka dots with a hat to match—but I am too sleepy. I am always making this an excuse, am I not? But a girls' college is a busy place and we do get tired by the end of the day! Particularly when the day begins at dawn.",Middle
"A very beautiful lady in a very beautiful velvet dress got into the car today, and without the slightest expression sat for fifteen minutes and looked at a sign advertising suspenders. It doesn't seem polite to ignore everybody else as though you were the only important person present. Anyway, you miss a lot. While she was absorbing that silly sign, I was studying a whole car full of interesting human beings.",Middle
"I should have finished this letter long ago, but I didn't. You don't mind, do you, Daddy, if I'm not very regular? I really do love to write to you; it gives me such a respectable feeling of having some family. Would you like me to tell you something? You are not the only man to whom I write letters. There are two others! I have been receiving beautiful long letters this winter from Master Jervie (with typewritten envelopes so Julia won't recognize the writing). Did you ever hear anything so shocking? And every week or so a very scrawly epistle, usually on yellow tablet paper, arrives from Princeton. All of which I answer with business-like promptness. So you see—I am not so different from other girls—I get letters, too.",Middle
"In any case, I packed my trunk fast and came up here. I thought I'd better see my bridges in flames behind me before I finished writing to you. They are entirely reduced to ashes now. Here I am at Cliff Top (the name of Mrs. Paterson's cottage) with my trunk unpacked and Florence (the little one) already struggling with first declension nouns. And it bids fair to be a struggle! She is a most uncommonly spoiled child; I shall have to teach her first how to study—she has never in her life concentrated on anything more difficult than ice-cream soda water.",Middle
"Nancy flushed miserably. She set the pitcher down at once, with the cloth still about it, thereby nearly tipping it over—which did not add to her composure.",Middle
"“When you've finished your morning work, Nancy,” Miss Polly was saying now, “you may clear the little room at the head of the stairs in the attic, and make up the cot bed. Sweep the room and clean it, of course, after you clear out the trunks and boxes.”",Middle
"“Well, really, Nancy, just because I happened to have a sister who was silly enough to marry and bring unnecessary children into a world that was already quite full enough, I can't see how I should particularly WANT to have the care of them myself. However, as I said before, I hope I know my duty. See that you clean the corners, Nancy,” she finished sharply, as she left the room.",Middle
"“The little girl will be all ready to start by the time you get this letter; and if you can take her, we would appreciate it very much if you would write that she might come at once, as there is a man and his wife here who are going East very soon, and they would take her with them to Boston, and put her on the Beldingsville train. Of course you would be notified what day and train to expect Pollyanna on.",Middle
"With a frown Miss Polly folded the letter and tucked it into its envelope. She had answered it the day before, and she had said she would take the child, of course. She HOPED she knew her duty well enough for that!—disagreeable as the task would be.",Middle
"She was forty now, and quite alone in the world. Father, mother, sisters—all were dead. For years, now, she had been sole mistress of the house and of the thousands left her by her father. There were people who had openly pitied her lonely life, and who had urged her to have some friend or companion to live with her; but she had not welcomed either their sympathy or their advice. She was not lonely, she said. She liked being by herself. She preferred quiet. But now—",Middle
"“Well, it's done—my part, anyhow,” she sighed. “There ain't no dirt here—and there's mighty little else. Poor little soul!—a pretty place this is ter put a homesick, lonesome child into!” she finished, going out and closing the door with a bang, “Oh!” she ejaculated, biting her lip. Then, doggedly: “Well, I don't care. I hope she did hear the bang,—I do, I do!”",Middle
"“Sho!—I wonder, now,” he muttered; then a tender light came into his faded eyes. “It ain't—but it must be—Miss Jennie's little gal! There wasn't none of the rest of 'em married. Why, Nancy, it must be Miss Jennie's little gal. Glory be ter praise! ter think of my old eyes a-seein' this!”",Middle
"“Yes. If she'd just let that tight hair of hern all out loose and careless-like, as it used ter be, and wear the sort of bunnits with posies in 'em, and the kind o' dresses all lace and white things—you'd see she'd be handsome! Miss Polly ain't old, Nancy.”",Middle
"“I should say she was,” declared Nancy, indignantly. “There's no pleasin' her, nohow, no matter how you try! I wouldn't stay if 'twa'n't for the wages and the folks at home what's needin' 'em. But some day—some day I shall jest b'ile over; and when I do, of course it'll be good-by Nancy for me. It will, it will.”",Middle
"Light hair, red-checked gingham dress, and straw hat'—all she knows, indeed! Well, I'd be ashamed ter own it up, that I would, I would—and her my onliest niece what was a-comin' from 'way across the continent!”",Middle
"“Yes, I have,” nodded Pollyanna, importantly. “I've got a brand-new one. The Ladies' Aid bought it for me—and wasn't it lovely of them, when they wanted the carpet so? Of course I don't know how much red carpet a trunk could buy, but it ought to buy some, anyhow—much as half an aisle, don't you think? I've got a little thing here in my bag that Mr. Gray said was a check, and that I must give it to you before I could get my trunk. Mr. Gray is Mrs. Gray's husband. They're cousins of Deacon Carr's wife. I came East with them, and they're lovely! And—there, here 'tis,” she finished, producing the check after much fumbling in the bag she carried.",Middle
"“Oh, that's all right, then.” There was a moment's silence, then she went on brightly: “And do you know? I'm glad, after all, that she didn't come to meet me; because now I've got HER still coming, and I've got you besides.”",Middle
"“I'm so glad. It must be perfectly lovely to have lots of money. I never knew any one that did have, only the Whites—they're some rich. They have carpets in every room and ice-cream Sundays. Does Aunt Polly have ice-cream Sundays?”",Middle
"“I do. We didn't have any pictures. They don't come in the barrels much, you know. There did two come once, though. But one was so good father sold it to get money to buy me some shoes with; and the other was so bad it fell to pieces just as soon as we hung it up. Glass—it broke, you know. And I cried. But I'm glad now we didn't have any of those nice things, 'cause I shall like Aunt Polly's all the better—not being used to 'em, you see. Just as it is when the PRETTY hair-ribbons come in the barrels after a lot of faded-out brown ones. My! but isn't this a perfectly beautiful house?” she broke off fervently, as they turned into the wide driveway.",Middle
"“Oh, Aunt Polly, Aunt Polly, I don't know how to be glad enough that you let me come to live with you,” she was sobbing. “You don't know how perfectly lovely it is to have you and Nancy and all this after you've had just the Ladies' Aid!”",Middle
"“Oh, yes, indeed, Aunt Polly. I've got a beautiful trunk that the Ladies' Aid gave me. I haven't got so very much in it—of my own, I mean. The barrels haven't had many clothes for little girls in them lately; but there were all father's books, and Mrs. White said she thought I ought to have those. You see, father—”",Middle
"She was on the stairway now. Just ahead, her aunt's black silk skirt rustled luxuriously. Behind her an open door allowed a glimpse of soft-tinted rugs and satin-covered chairs. Beneath her feet a marvellous carpet was like green moss to the tread. On every side the gilt of picture frames or the glint of sunlight through the filmy mesh of lace curtains flashed in her eyes.",Middle
"Eagerly Pollyanna's small feet pattered behind her aunt. Still more eagerly her big blue eyes tried to look in all directions at once, that no thing of beauty or interest in this wonderful house might be passed unseen. Most eagerly of all her mind turned to the wondrously exciting problem about to be solved: behind which of all these fascinating doors was waiting now her room—the dear, beautiful room full of curtains, rugs, and pictures, that was to be her very own? Then, abruptly, her aunt opened a door and ascended another stairway.",Middle
"Nancy's capable hands made short work of unpacking the books, the patched undergarments, and the few pitifully unattractive dresses. Pollyanna, smiling bravely now, flew about, hanging the dresses in the closet, stacking the books on the table, and putting away the undergarments in the bureau drawers.",Middle
"“Oh, Nancy, I hadn't seen this before,” she breathed. “Look—'way off there, with those trees and the houses and that lovely church spire, and the river shining just like silver. Why, Nancy, there doesn't anybody need any pictures with that to look at. Oh, I'm so glad now she let me have this room!”",Middle
"She was at the back of the house. Before her lay a garden in which a bent old man was working. Beyond the garden a little path through an open field led up a steep hill, at the top of which a lone pine tree stood on guard beside the huge rock. To Pollyanna, at the moment, there seemed to be just one place in the world worth being in—the top of that big rock.",Middle
"“Bread and milk, indeed!—and when the poor lamb hain't only just cried herself to sleep,” she was muttering fiercely, as she softly pushed open the door. The next moment she gave a frightened cry. “Where are you? Where've you gone? Where HAVE you gone?” she panted, looking in the closet, under the bed, and even in the trunk and down the water pitcher. Then she flew down-stairs and out to Old Tom in the garden.",Middle
"“But I didn't even know you'd went,” cried Nancy, tucking the little girl's hand under her arm and hurrying her down the hill. “I didn't see you go, and nobody didn't. I guess you flew right up through the roof; I do, I do.”",Middle
"“No—er—yes—well, never mind. I—I ain't so very particular about knowin' what she'd say, truly,” stammered Nancy, determined to keep one scolding from Pollyanna, if nothing more. “But, say, we better hurry. I've got ter get them dishes done, ye know.”",Middle
"“Yes. You see I'd wanted a doll, and father had written them so; but when the barrel came the lady wrote that there hadn't any dolls come in, but the little crutches had. So she sent 'em along as they might come in handy for some child, sometime. And that's when we began it.”",Middle
"“My stars and stockings!—HER!” breathed Nancy, behind her teeth. Then, aloud, she said doggedly: “See here, Miss Pollyanna, I ain't sayin' that I'll play it very well, and I ain't sayin' that I know how, anyway; but I'll play it with ye, after a fashion—I just will, I will!”",Middle
"“Well, upon my soul!” ejaculated Miss Polly, half aloud. “What a most extraordinary child!” Then she frowned. “She's 'glad' I punished her, and I 'mustn't feel bad one bit,' and she's going to 'love to live' with me! Well, upon my soul!” ejaculated Miss Polly again, as she took up her book.",Middle
"It was nearly seven o'clock when Pollyanna awoke that first day after her arrival. Her windows faced the south and the west, so she could not see the sun yet; but she could see the hazy blue of the morning sky, and she knew that the day promised to be a fair one.",Middle
"“Miss Pollyanna, that bell means breakfast—mornin's,” she panted, pulling the little girl to her feet and hurrying her back to the house; “and other times it means other meals. But it always means that you're ter run like time when ye hear it, no matter where ye be. If ye don't—well, it'll take somethin' smarter'n we be ter find ANYTHIN' ter be glad about in that!” she finished, shooing Pollyanna into the house as she would shoo an unruly chicken into a coop.",Middle
"“Nancy,” directed her mistress, sharply, “you may set the muffins down and go at once to Miss Pollyanna's room and shut the windows. Shut the doors, also. Later, when your morning work is done, go through every room with the spatter. See that you make a thorough search.”",Middle
"“Certainly. I know it is warm, but I consider it your duty to keep your windows closed till those screens come. Flies, Pollyanna, are not only unclean and annoying, but very dangerous to health. After breakfast I will give you a little pamphlet on this matter to read.”",Middle
"“I'm afraid you'll think they're worse than the Ladies' Aid did—and THEY said they were shameful,” she sighed. “But there were mostly things for boys and older folks in the last two or three barrels; and—did you ever have a missionary barrel, Aunt Polly?”",Middle
"“I've got the best ones on,” confessed Pollyanna, anxiously. “The Ladies' Aid bought me one set straight through all whole. Mrs. Jones—she's the president—told 'em I should have that if they had to clatter down bare aisles themselves the rest of their days. But they won't. Mr. White doesn't like the noise. He's got nerves, his wife says; but he's got money, too, and they expect he'll give a lot toward the carpet—on account of the nerves, you know. I should think he'd be glad that if he did have the nerves he'd got money, too; shouldn't you?”",Middle
"“Very good. In the fall you will enter school here, of course. Mr. Hall, the principal, will doubtless settle in which grade you belong. Meanwhile, I suppose I ought to hear you read aloud half an hour each day.”",Middle
"“Oh, of course I'd be BREATHING all the time I was doing those things, Aunt Polly, but I wouldn't be living. You breathe all the time you're asleep, but you aren't living. I mean living—doing the things you want to do: playing outdoors, reading (to myself, of course), climbing hills, talking to Mr. Tom in the garden, and Nancy, and finding out all about the houses and the people and everything everywhere all through the perfectly lovely streets I came through yesterday. That's what I call living, Aunt Polly. Just breathing isn't living!”",Middle
"The man did not even grunt this time, nor turn his head. Pollyanna decided that of course he did not hear her. The next time, therefore (which happened to be the following day), she spoke up louder. She thought it particularly necessary to do this, anyway, for the Man was striding along, his hands behind his back, and his eyes on the ground—which seemed, to Pollyanna, preposterous in the face of the glorious sunshine and the freshly-washed morning air: Pollyanna, as a special treat, was on a morning errand to-day.",Middle
"“But he never speaks ter anybody, child—he hain't for years, I guess, except when he just has to, for business, and all that. He's John Pendleton. He lives all by himself in the big house on Pendleton Hill. He won't even have any one 'round ter cook for him—comes down ter the hotel for his meals three times a day. I know Sally Miner, who waits on him, and she says he hardly opens his head enough ter tell what he wants ter eat. She has ter guess it more'n half the time—only it'll be somethin' CHEAP! She knows that without no tellin'.”",Middle
"“Yes—and calf's-foot jelly,” triumphed Pollyanna. “I was just bound you should have what you wanted for once; so Nancy and I fixed it. Oh, of course, there's only a little of each—but there's some of all of 'em! I'm so glad you did want chicken,” she went on contentedly, as she lifted the three little bowls from her basket. “You see, I got to thinking on the way here—what if you should say tripe, or onions, or something like that, that I didn't have! Wouldn't it have been a shame—when I'd tried so hard?” she laughed merrily.",Middle
"“Of course she would! Why, my Aunt Polly is the nicest lady in the world—now that my mama has gone to be a Heaven angel. And there's rooms—heaps of 'em,” she continued, springing to her feet, and tugging at his arm. “It's an awful big house. Maybe, though,” she added a little anxiously, as they hurried on, “maybe you'll have to sleep in the attic room. I did, at first. But there's screens there now, so 'twon't be so hot, and the flies can't get in, either, to bring in the germ-things on their feet. Did you know about that? It's perfectly lovely! Maybe she'll let you read the book if you're good—I mean, if you're bad. And you've got freckles, too,”—with a critical glance—“so you'll be glad there isn't any looking-glass; and the outdoor picture is nicer than any wall-one could be, so you won't mind sleeping in that room at all, I'm sure,” panted Pollyanna, finding suddenly that she needed the rest of her breath for purposes other than talking.",Middle
"Miss Polly raised her hand with a peremptory gesture of silence. Miss Polly's nerves had snapped at last. The “good and kind” of the boy's words were still ringing in her ears, and the old helplessness was almost upon her, she knew. Yet she rallied her forces with the last atom of her will power.",Middle
"In the sitting-room window at that moment, Miss Polly, who had been watching the two children, followed with sombre eyes the boy until a bend of the road hid him from sight. Then she sighed, turned, and walked listlesly up-stairs—and Miss Polly did not usually move listlessly. In her ears still was the boy's scornful “you was so good and kind.” In her heart was a curious sense of desolation—as of something lost.",Middle
"Pollyanna had not turned her steps toward home, when she left the chapel. She had turned them, instead, toward Pendleton Hill. It had been a hard day, for all it had been a “vacation one” (as she termed the infrequent days when there was no sewing or cooking lesson), and Pollyanna was sure that nothing would do her quite so much good as a walk through the green quiet of Pendleton Woods. Up Pendleton Hill, therefore, she climbed steadily, in spite of the warm sun on her back.",Middle
"“Oh, that's all right, then. I'm glad I'm EXtraordinary,” sighed Pollyanna, her face clearing. “You see, Mrs. White used to say Mrs. Rawson was a very ordinary woman—and she disliked Mrs. Rawson something awful. They were always fight—I mean, father had—that is, I mean, WE had more trouble keeping peace between them than we did between any of the rest of the Aiders,” corrected Pollyanna, a little breathless from her efforts to steer between the Scylla of her father's past commands in regard to speaking of church quarrels, and the Charybdis of her aunt's present commands in regard to speaking of her father.",Middle
"Pollyanna only chuckled the more gleefully. With trembling fingers she was draping about her aunt's shoulders the fleecy folds of a beautiful lace shawl, yellowed from long years of packing away, and fragrant with lavender. Pollyanna had found the shawl the week before when Nancy had been regulating the attic; and it had occurred to her to-day that there was no reason why her aunt, as well as Mrs. White of her Western home, should not be “dressed up.”",Middle
"“Well, I suppose it WOULD be better to take a little boy in India to bring up—one that didn't know any more than to think that God was in that doll-thing—than it would be to take Jimmy Bean, a little boy who knows God is up in the sky. Still, I can't help wishing they had wanted Jimmy Bean, too, besides the India boys.”",Middle
"“Oh, Miss Pollyanna, I know, I know—I KNOW I know!” she exulted rapturously. The next minute she was down at Pollyanna's side again. “Tell me—now think, and answer straight and true,” she urged excitedly. “It was after he found out you was Miss Polly's niece that he said he didn't ever want ter see ye again, wa'n't it?”",Middle
"“Yes, yes—never mind about all that,” interrupted the man. His face was very, very red now—and no wonder, perhaps: it was not for “giving things” that John Pendleton had been best known in the past. “That's all nonsense. 'Twasn't much, anyhow—but what there was, was because of you. YOU gave those things; not I! Yes, you did,” he repeated, in answer to the shocked denial in her face. “And that only goes to prove all the more how I need you, little girl,” he added, his voice softening into tender pleading once more. “If ever, ever I am to play the 'glad game,' Pollyanna, you'll have to come and play it with me.”",Middle
"“And it ain't jest things I can put my fingers on, neither,” rushed on Nancy, breathlessly. “It's little ways she has, that shows how you've been softenin' her up an' mellerin' her down—the cat, and the dog, and the way she speaks ter me, and oh, lots o' things. Why, Miss Pollyanna, there ain't no tellin' how she'd miss ye—if ye wa'n't here,” finished Nancy, speaking with an enthusiastic certainty that was meant to hide the perilous admission she had almost made before. Even then she was not quite prepared for the sudden joy that illumined Pollyanna's face.",Middle
"Just what happened, no one could seem to tell afterward. Neither was there any one found who could tell why it happened or who was to blame that it did happen. Pollyanna, however, at five o'clock, was borne, limp and unconscious, into the little room that was so dear to her. There, by a white-faced Aunt Polly and a weeping Nancy she was undressed tenderly and put to bed, while from the village, hastily summoned by telephone, Dr. Warren was hurrying as fast as another motor car could bring him.",Middle
